A Classic Education - NightOwl,2.91,17.688524345899392
ANiMAL - Clinic A,0.22,10.323017990837169
ANiMAL - Easy Tiger,0.17,16.311150204417032
ANiMAL - Rockshow,0.25,18.77052409786823
Actions - Devil's Words,1.05,12.318150624807451
Actions - One Minute Smile,0.41,6.705478184530378
Actions - South Of The Water,0.22,10.677915625658184
Aimee Norwich - Child,2.35,15.388865034430008
Alexander Ross - Goodbye Bolero,1.47,15.960688259440087
Alexander Ross - Velvet Curtain,0.54,18.399685661192223
Angela Thomas Wade - Milk Cow Blues,1.36,12.060193246666579
Atlantis Bound - It Was My Fault For Waiting,2.59,17.497639636328145
Auctioneer - Our Future Faces,1.64,16.2528345681615
AvaLuna - Waterduct,0.54,18.26131992484576
BigTroubles - Phantom,3.88,14.43494227071987
Bill Chudziak - Children Of No-one,2.06,16.50506053875888
Black Bloc - If You Want Success,0.28,16.457633139965935
Celestial Shore - Die For Us,2.88,14.65609130440591
Chris Durban - Celebrate,2.35,20.08195177505325
Clara Berry And Wooldog - Air Traffic,3.19,15.777168183806591
Clara Berry And Wooldog - Stella,1.73,19.818681216949443
Clara Berry And Wooldog - Waltz For My Victims,2.04,22.816453214746332
Cnoc An Tursa - Bannockburn,0.3,3.238256876786771
Creepoid - OldTree,1.66,13.007670464517684
Dark Ride - Burning Bridges,0.56,10.328370398844687
Dreamers Of The Ghetto - Heavy Love,3.78,20.143148058532656
Drumtracks - Ghost Bitch,3.79,16.504799672628554
Faces On Film - Waiting For Ga,0.45,17.90303547246774
Fergessen - Back From The Start,0.33,17.26000711156209
Fergessen - Nos Palpitants,0.29,13.70340133514464
Fergessen - The Wind,0.54,13.375150488282745
Flags - 54,0.3,18.731492196540028
Giselle - Moss,3.84,18.845846573547764
Grants - PunchDrunk,2.69,16.1611563686054
Helado Negro - Mitad Del Mundo,2.29,19.248351149855182
Hezekiah Jones - Borrowed Heart,3.71,16.596732142015846
Hollow Ground - Left Blind,0.31,14.249248261771744
Hop Along - Sister Cities,0.63,14.107988635347365
Invisible Familiars - Disturbing Wildlife,0.46,20.14688970917456
James May - All Souls Moon,0.87,18.78581417393792
James May - Dont Let Go,2.2,16.183839306716127
James May - If You Say,2.21,16.996171786007714
James May - On The Line,1.96,15.709825778219486
Jay Menon - Through My Eyes,4.11,18.0377475277974
Johnny Lokke - Promises & Lies,2.36,17.073430474942647
Johnny Lokke - Whisper To A Scream,2.19,14.451386958211323
"Jokers, Jacks & Kings - Sea Of Leaves",0.29,14.490473345943713
Leaf - Come Around,2.09,17.483547869093588
Leaf - Summerghost,0.25,14.086033787711585
Leaf - Wicked,1.02,21.724611727643303
Lushlife - Toynbee Suite,0.32,22.5141623855946
Matthew Entwistle - Dont You Ever,3.34,21.819647106211587
Meaxic - Take A Step,0.96,12.962869232879992
Meaxic - You Listen,1.79,18.782137295232396
Music Delta - 80s Rock,0.95,12.771317191875479
Music Delta - Beatles,0.7,13.07447758339653
Music Delta - Britpop,1.39,15.330842798167312
Music Delta - Country1,1.02,10.193605535785938
Music Delta - Country2,1.63,15.388831807249858
Music Delta - Disco,1.4,17.006279042738775
Music Delta - Gospel,1.57,11.987021927330847
Music Delta - Grunge,0.98,14.861823900874231
Music Delta - Hendrix,3.28,15.243003212664894
Music Delta - Punk,1.07,16.899290106432943
Music Delta - Reggae,1.58,16.31686234019876
Music Delta - Rock,0.64,10.410815880039744
Music Delta - Rockabilly,1.09,13.542827303424357
Night Panther - Fire,1.84,12.579767205067128
North To Alaska - All The Same,0.31,22.56533267845536
Patrick Talbot - A Reason To Leave,0.69,18.32285639540276
Patrick Talbot - Set Me Free,1.39,19.13741202128214
Phre The Eon - Everybody's Falling Apart,2.18,16.684693529496354
Port St Willow - Stay Even,0.27,19.70706965626656
Remember December - C U Next Time,2.44,9.289095553063323
Secret Mountains - High Horse,4.05,19.59893627848525
Skelpolu - Human Mistakes,3.85,18.638787034727805
Skelpolu - Together Alone,3.45,21.713889503495338
Snowmine - Curfews,4.04,19.167879639837647
Spike Mullings - Mike's Sulking,2.24,19.064085982551912
St Vitus - Word Gets Around,1.77,20.3793135804909
Steven Clark - Bounty,0.37,14.296475757838905
Strand Of Oaks - Spacestation,2.21,21.813073194375825
Sweet Lights - You Let Me Down,0.28,11.560770372034998
Swinging Steaks - Lost My Way,1.91,14.875673738265302
The Districts - Vermont,3.75,17.564814072207994
The Long Wait - Back Home To Blue,2.16,14.802349392750124
The Scarlet Brand - Les Fleurs Du Mal,2.23,17.77869029790443
The So So Glos - Emergency,1.36,16.375673839035706
The Wrong'Uns - Rothko,2.79,18.181107415755587
Tim Taler - Stalker,0.74,8.45483157793609
Titanium - Haunted Age,1.67,10.50884724057289
Traffic Experiment - Once More (With Feeling),3.41,10.150451497978292
Traffic Experiment - Sirens,1.91,9.169622443112228
Triviul - Angelsaint,2.2,10.76127906208022
Triviul - Dorothy,2.49,9.327264357917066
Voelund - Comfort Lives In Belief,1.64,12.441111277433514
Wall Of Death - Femme,3.03,12.771699026083816
Young Griffo - Blood To Bone,0.91,19.387537079775058
Young Griffo - Facade,2.81,17.948837712194713
Young Griffo - Pennies,1.46,12.995574924244426
